Booking_Status,Vehicle_Type,Booking_Value,day_of_week,hour
Success,Mini,133,Friday,9
Canceled by Driver,Prime Plus,429,Thursday,22
Canceled by Driver,eBike,470,Friday,5
Canceled by Driver,Prime SUV,841,Wednesday,22
Success,Bike,124,Wednesday,3
Driver Not Found,Prime SUV,408,Tuesday,18
Success,Bike,279,Thursday,14
Success,Prime Plus,275,Tuesday,15
Success,eBike,478,Tuesday,21
Success,Mini,472,Saturday,17
Canceled by Driver,Mini,162,Friday,3
Driver Not Found,Mini,252,Thursday,18
Canceled by Driver,Prime SUV,358,Monday,3
Success,Prime Plus,262,Tuesday,9
Driver Not Found,Mini,476,Monday,11
Success,Prime Plus,347,Saturday,0
Success,eBike,216,Monday,0
Success,Prime Plus,888,Sunday,12
Canceled by Driver,Prime SUV,959,Tuesday,19
Canceled by Customer,Prime SUV,199,Thursday,16
Canceled by Driver,Bike,131,Monday,14
Success,Auto,396,Tuesday,9
Success,Prime Sedan,948,Tuesday,19
Success,Bike,491,Saturday,8
Success,Bike,482,Friday,0
Success,eBike,384,Tuesday,17
Canceled by Customer,Prime SUV,233,Tuesday,5
Success,Prime Sedan,251,Monday,12
Success,Prime SUV,924,Wednesday,15
Canceled by Customer,eBike,407,Wednesday,5
Success,Auto,748,Tuesday,10
Canceled by Driver,Prime Plus,449,Wednesday,22
Canceled by Driver,Mini,169,Sunday,3
Success,Prime Sedan,419,Friday,9
Canceled by Driver,Auto,237,Saturday,15
Driver Not Found,Prime Sedan,330,Sunday,13
Success,Prime SUV,845,Tuesday,7
Canceled by Customer,Prime Plus,172,Thursday,1
Success,eBike,854,Monday,9
Success,eBike,291,Saturday,2
Success,Prime Sedan,629,Wednesday,22
Success,Prime Plus,383,Monday,11
Success,Prime SUV,369,Wednesday,20
Canceled by Driver,Bike,313,Sunday,7
Driver Not Found,Prime SUV,2997,Saturday,6
Success,Mini,2269,Tuesday,3
Success,Bike,176,Monday,19
Driver Not Found,Prime Sedan,238,Monday,6
Success,Bike,480,Thursday,10
Canceled by Driver,eBike,680,Tuesday,14
Success,Auto,678,Wednesday,16
Success,Prime SUV,951,Friday,10
Canceled by Customer,Prime Plus,324,Sunday,10
Success,Auto,971,Thursday,12
Success,Bike,669,Friday,15
Success,Auto,154,Wednesday,23
Canceled by Driver,eBike,134,Friday,6
Driver Not Found,Prime Plus,1218,Friday,16
Success,Prime SUV,1599,Wednesday,19
Success,Prime SUV,457,Monday,2
Success,Bike,464,Thursday,23
Success,Bike,105,Sunday,13
Success,Auto,482,Thursday,12
Driver Not Found,Bike,787,Sunday,23
Success,Prime Sedan,568,Tuesday,10
Canceled by Driver,Mini,782,Wednesday,22
Canceled by Driver,Prime Sedan,461,Tuesday,13
Success,Prime Plus,761,Wednesday,23
Success,Prime SUV,123,Thursday,4
Driver Not Found,Mini,262,Tuesday,1
Success,Prime Sedan,291,Monday,7
Canceled by Driver,eBike,138,Thursday,15
Success,eBike,436,Saturday,23
Success,Mini,2290,Tuesday,6
Success,Bike,477,Friday,1
Canceled by Customer,Bike,130,Saturday,8
Success,Prime Plus,505,Wednesday,13
Success,Bike,178,Tuesday,17
Success,Auto,946,Sunday,7
Canceled by Customer,Prime Sedan,424,Wednesday,22
Success,Prime Sedan,251,Monday,13
Canceled by Driver,Auto,154,Friday,21
Driver Not Found,Mini,1354,Monday,21
Success,Prime Sedan,814,Saturday,22
Success,Prime Plus,231,Tuesday,14
Success,Prime Sedan,573,Tuesday,5
Success,Prime Plus,339,Monday,8
Driver Not Found,Prime Sedan,345,Wednesday,23
Driver Not Found,eBike,174,Saturday,0
Success,Prime Sedan,106,Monday,17
Success,Prime SUV,192,Friday,23
Canceled by Driver,Prime Sedan,546,Thursday,23
Canceled by Customer,eBike,439,Monday,0
Success,Prime SUV,397,Thursday,17
Success,Prime SUV,330,Monday,19
Canceled by Driver,Auto,508,Thursday,18
Success,Bike,205,Thursday,20
Success,Prime Sedan,865,Sunday,19
Canceled by Driver,Bike,115,Sunday,7
Canceled by Customer,eBike,879,Tuesday,18
Success,Prime Sedan,413,Tuesday,10
Success,Prime SUV,493,Tuesday,20
Canceled by Driver,Auto,908,Sunday,4
Success,Prime Sedan,263,Monday,12
Success,Prime Plus,164,Tuesday,15
Success,Prime Plus,343,Thursday,5
Success,Bike,495,Wednesday,7
Success,Mini,273,Friday,18
Canceled by Driver,Prime Plus,355,Sunday,11
Success,Prime SUV,393,Monday,13
Canceled by Customer,Auto,180,Wednesday,22
Canceled by Driver,Prime Plus,155,Wednesday,19
Success,Prime Sedan,218,Thursday,22
Canceled by Driver,Auto,2053,Friday,5
Success,Auto,236,Saturday,5
Canceled by Customer,Bike,188,Sunday,22
Success,Mini,318,Saturday,3
Success,Prime Plus,419,Thursday,13
Driver Not Found,Mini,103,Monday,16
Driver Not Found,Mini,249,Friday,22
Success,Prime Sedan,318,Tuesday,9
Driver Not Found,Auto,828,Thursday,7
Driver Not Found,Prime Plus,202,Wednesday,20
Success,Prime SUV,222,Wednesday,11
Success,Mini,329,Wednesday,6
Success,Mini,230,Saturday,17
Canceled by Customer,Prime SUV,893,Thursday,6
Success,Prime Sedan,233,Monday,14
Success,Mini,148,Tuesday,4
Driver Not Found,Prime Sedan,144,Tuesday,23
Success,Auto,189,Friday,15
Driver Not Found,Bike,340,Tuesday,12
Success,Bike,593,Wednesday,11
Success,eBike,817,Wednesday,2
Canceled by Customer,Prime Sedan,457,Friday,4
Success,Prime Plus,2091,Friday,15
Success,Prime Plus,1183,Thursday,1
Success,Prime Sedan,484,Wednesday,12
Success,Prime SUV,977,Friday,11
Success,Auto,423,Monday,6
Success,eBike,474,Saturday,11
Success,Bike,251,Friday,4
Success,Bike,1632,Monday,14
Canceled by Customer,Bike,439,Monday,17
Canceled by Driver,Prime Sedan,949,Monday,18
Success,Auto,190,Friday,22
Success,Prime Sedan,106,Monday,2
Success,Prime Plus,338,Friday,21
Success,Prime Sedan,370,Friday,19
Canceled by Customer,Bike,381,Tuesday,12
Success,Prime Plus,313,Wednesday,9
Canceled by Customer,Auto,756,Wednesday,10
Canceled by Driver,Bike,336,Monday,10
Success,Bike,445,Wednesday,10
Success,eBike,649,Saturday,6
Canceled by Driver,Prime SUV,123,Friday,20
Success,Mini,209,Thursday,8
Success,Mini,1318,Wednesday,18
Canceled by Driver,eBike,2836,Tuesday,21
Canceled by Customer,Bike,399,Wednesday,17
Driver Not Found,Auto,418,Saturday,17
Success,Mini,234,Tuesday,9
Success,Auto,455,Wednesday,10
Success,eBike,461,Saturday,10
Success,Prime Plus,998,Tuesday,8
Success,Prime Sedan,373,Tuesday,20
Success,Mini,438,Wednesday,15
Success,Prime Sedan,140,Tuesday,8
Canceled by Driver,eBike,790,Wednesday,23
Success,eBike,604,Saturday,9
Success,Prime Plus,445,Friday,14
Success,Bike,355,Monday,11
Success,Prime Sedan,181,Monday,0
Success,eBike,450,Wednesday,10
Success,Auto,454,Monday,17
Canceled by Driver,Bike,352,Monday,13
Canceled by Driver,Prime SUV,328,Thursday,23
Success,eBike,410,Monday,6
Canceled by Customer,Bike,255,Wednesday,4
Success,Mini,424,Thursday,15
Success,Mini,471,Tuesday,6
Success,Mini,327,Tuesday,11
Success,Prime Sedan,696,Wednesday,20
Success,Mini,434,Tuesday,2
Success,Prime SUV,133,Wednesday,20
Canceled by Driver,Prime SUV,133,Monday,5
Canceled by Driver,Prime SUV,2940,Sunday,17
Driver Not Found,Bike,186,Thursday,0
Success,Auto,269,Thursday,17
Success,eBike,762,Wednesday,16
Driver Not Found,Mini,845,Sunday,11
Driver Not Found,Prime SUV,237,Sunday,19
Success,Bike,475,Thursday,10
Canceled by Driver,eBike,740,Friday,20
Success,eBike,148,Saturday,23
Success,Auto,446,Thursday,22
Success,Prime Plus,458,Tuesday,2
Success,eBike,483,Wednesday,17
Canceled by Customer,Auto,113,Monday,5
Canceled by Customer,Bike,394,Thursday,20
Success,Bike,307,Monday,21
Success,Auto,212,Tuesday,9
Success,Prime Sedan,263,Wednesday,7
Success,Prime Plus,386,Monday,19
Success,Prime SUV,384,Wednesday,11
Canceled by Driver,Auto,119,Tuesday,13
Success,Prime Plus,1262,Monday,15
Driver Not Found,eBike,156,Monday,0
Canceled by Driver,Prime Plus,377,Tuesday,16
Canceled by Driver,Mini,265,Sunday,23
Success,eBike,137,Tuesday,9
Success,Prime Plus,571,Saturday,22
Canceled by Driver,Prime SUV,289,Sunday,23
Success,Mini,330,Thursday,4
Canceled by Customer,Prime Plus,258,Thursday,11
Success,Bike,134,Saturday,15
Canceled by Customer,eBike,2089,Sunday,3
Success,Prime Sedan,446,Monday,5
Success,Prime Sedan,2730,Monday,4
Success,Mini,816,Monday,14
Success,Prime Sedan,224,Monday,7
Success,Prime SUV,359,Saturday,20
Canceled by Customer,Mini,455,Tuesday,4
Success,Prime SUV,474,Tuesday,19
Success,Mini,393,Wednesday,5
Success,Bike,157,Friday,16
Driver Not Found,Bike,419,Tuesday,2
Driver Not Found,Prime SUV,417,Wednesday,0
Success,Prime SUV,625,Wednesday,0
Success,Auto,2816,Thursday,22
Canceled by Driver,Auto,638,Friday,5
Success,Mini,411,Monday,21
Success,Bike,707,Monday,1
Success,Mini,360,Friday,12
Success,Bike,475,Wednesday,10
Success,eBike,191,Friday,11
Success,Prime SUV,309,Tuesday,21
Canceled by Customer,Bike,170,Thursday,11
Driver Not Found,Prime SUV,936,Thursday,7
Success,Auto,683,Wednesday,6
Success,Mini,559,Tuesday,12
Success,Prime SUV,693,Tuesday,9
Success,Bike,471,Saturday,20
Success,Prime SUV,196,Wednesday,22
Success,Prime Plus,469,Tuesday,19
Canceled by Customer,Prime Plus,278,Sunday,17
Success,Prime Plus,222,Monday,0
Success,Auto,548,Tuesday,1
Success,Prime Plus,372,Sunday,5
Canceled by Customer,eBike,418,Monday,3
Success,eBike,114,Tuesday,1
Success,Prime Plus,881,Thursday,23
Canceled by Driver,Prime SUV,391,Friday,20
Canceled by Driver,eBike,895,Thursday,20
Driver Not Found,eBike,2903,Saturday,8
Canceled by Driver,Prime Sedan,145,Monday,6
Success,Mini,424,Saturday,0
Success,Prime SUV,380,Monday,23
Success,eBike,193,Friday,14
Canceled by Driver,Prime SUV,884,Thursday,8
Canceled by Customer,Prime Sedan,231,Thursday,4
Success,Prime Plus,1758,Monday,14
Success,eBike,220,Friday,6
Success,Auto,361,Monday,13
Success,Auto,133,Tuesday,1
Success,Auto,517,Tuesday,22
Driver Not Found,Prime SUV,722,Monday,15
Canceled by Customer,Prime Sedan,323,Monday,19
Canceled by Customer,Bike,182,Saturday,2
Success,Prime Sedan,354,Saturday,8
Success,eBike,441,Friday,17
Success,eBike,1594,Monday,1
Driver Not Found,Auto,176,Wednesday,1
Success,Mini,1956,Monday,18
Driver Not Found,Auto,106,Saturday,17
Driver Not Found,Prime Plus,164,Wednesday,12
Success,Prime Sedan,977,Monday,10
Canceled by Customer,Prime SUV,471,Wednesday,12
Success,eBike,957,Friday,7
Success,Bike,337,Sunday,8
Canceled by Driver,Prime SUV,185,Tuesday,3
Success,Bike,433,Saturday,23
Success,Prime Sedan,301,Saturday,13
Success,Prime SUV,360,Monday,13
Success,Prime Sedan,512,Friday,2
Canceled by Driver,Auto,463,Friday,9
Success,Prime Plus,1117,Thursday,15
Success,Prime SUV,194,Sunday,8
Success,Bike,202,Sunday,3
Success,Auto,923,Wednesday,11
Success,Prime SUV,215,Sunday,20
Success,Bike,374,Tuesday,9
Success,Prime Plus,154,Thursday,2
Success,Prime Sedan,821,Monday,6
Driver Not Found,Mini,181,Tuesday,22
Success,Prime Sedan,383,Saturday,13
Canceled by Customer,Prime Sedan,984,Friday,18
Success,eBike,537,Saturday,18
Success,Prime SUV,304,Friday,17
Success,Prime Plus,416,Wednesday,23
Success,Mini,411,Wednesday,12
Success,Auto,343,Sunday,22
Success,Auto,417,Saturday,8
Success,Prime SUV,211,Sunday,22
Canceled by Driver,Mini,1065,Saturday,6
Success,Bike,810,Friday,16
Success,eBike,348,Tuesday,18
Canceled by Driver,Prime Sedan,467,Monday,4
Canceled by Driver,Bike,166,Thursday,15
Success,Auto,707,Wednesday,15
Success,Mini,136,Monday,23
Success,Auto,430,Wednesday,5
Canceled by Driver,Prime SUV,758,Friday,10
Success,Prime Plus,770,Wednesday,22
Driver Not Found,Mini,390,Friday,3
Success,Prime Plus,484,Wednesday,12
Success,Prime Plus,232,Wednesday,21
Canceled by Driver,Mini,170,Saturday,11
Success,Auto,807,Monday,20
Success,Prime Plus,264,Thursday,13
Success,eBike,114,Sunday,15
Success,Prime SUV,610,Sunday,20
Success,Prime SUV,242,Tuesday,16
Canceled by Customer,Prime SUV,664,Monday,23
Success,Bike,499,Wednesday,10
Success,eBike,1095,Tuesday,5
Success,Prime Sedan,424,Monday,6
Driver Not Found,Bike,343,Tuesday,17
Canceled by Driver,Prime Plus,434,Monday,18
Canceled by Driver,eBike,101,Saturday,14
Success,eBike,299,Friday,21
Canceled by Customer,Prime Plus,412,Tuesday,22
Canceled by Driver,Mini,232,Wednesday,7
Canceled by Driver,Mini,189,Tuesday,5
Success,Bike,364,Sunday,23
Canceled by Customer,Auto,234,Saturday,1
Canceled by Driver,Mini,293,Friday,0
Success,Prime Plus,385,Tuesday,7
Success,Prime Sedan,966,Thursday,4
Canceled by Customer,Prime SUV,466,Thursday,22
Success,Prime Sedan,288,Sunday,0
Success,Prime Plus,151,Wednesday,6
Success,Mini,579,Wednesday,17
Driver Not Found,Prime Plus,195,Tuesday,20
Canceled by Driver,Prime Plus,277,Friday,0
Success,eBike,189,Tuesday,15
Success,Prime SUV,417,Monday,23
Success,Bike,815,Sunday,19
Canceled by Driver,eBike,972,Sunday,21
Success,Auto,131,Monday,20
Canceled by Customer,Auto,254,Tuesday,9
Success,Prime Sedan,469,Thursday,5
Canceled by Driver,Prime Plus,474,Friday,22
Canceled by Driver,Mini,756,Sunday,18
Success,Bike,401,Tuesday,14
Driver Not Found,Mini,581,Sunday,13
Driver Not Found,Prime Plus,219,Wednesday,16
Success,eBike,125,Saturday,18
Success,Mini,387,Wednesday,5
Success,Auto,415,Monday,6
Success,Prime Sedan,491,Tuesday,0
Success,Prime Plus,390,Tuesday,14
Success,Prime Plus,267,Saturday,6
Success,Mini,1371,Saturday,1
Success,Prime Plus,102,Saturday,11
Canceled by Driver,Auto,287,Saturday,2
Canceled by Driver,Prime Sedan,102,Tuesday,9
Success,Prime Sedan,310,Monday,10
Canceled by Customer,Prime Sedan,360,Saturday,3
Success,Prime Plus,188,Thursday,10
Driver Not Found,Prime Sedan,482,Wednesday,9
Success,Prime Plus,199,Friday,15
Driver Not Found,Prime SUV,761,Thursday,0
Success,Prime SUV,500,Monday,20
Canceled by Driver,Auto,1181,Wednesday,10
Success,Mini,243,Thursday,11
Canceled by Driver,Prime Sedan,570,Wednesday,18
Success,Bike,244,Saturday,3
Driver Not Found,Mini,300,Tuesday,1
Success,Prime Sedan,567,Monday,1
Canceled by Driver,Prime Sedan,446,Sunday,5
Success,Prime Sedan,154,Saturday,20
Canceled by Driver,Prime SUV,705,Sunday,2
Success,Prime Sedan,977,Wednesday,3
Success,Prime SUV,254,Tuesday,12
Success,Bike,446,Wednesday,13
Success,Bike,210,Sunday,21
Success,Mini,294,Thursday,22
Success,Mini,1554,Sunday,7
Success,Auto,956,Thursday,10
Success,Prime Plus,450,Monday,10
Success,Prime Sedan,228,Thursday,21
Canceled by Customer,Prime Plus,507,Wednesday,19
Canceled by Driver,eBike,231,Tuesday,21
Canceled by Customer,Mini,147,Tuesday,21
Canceled by Customer,eBike,2409,Monday,11
Canceled by Driver,Prime SUV,267,Tuesday,8
Success,Mini,257,Saturday,2
Canceled by Driver,Prime Sedan,381,Thursday,0
Success,Bike,421,Monday,10
Canceled by Driver,eBike,247,Monday,20
Driver Not Found,Prime Sedan,354,Friday,14
Success,Mini,197,Sunday,18
Success,Prime Plus,577,Friday,14
Canceled by Driver,Mini,247,Wednesday,5
Success,Auto,348,Saturday,16
Driver Not Found,eBike,306,Friday,19
Success,Bike,638,Saturday,23
Success,Prime Sedan,336,Tuesday,8
Driver Not Found,Auto,1549,Saturday,12
Canceled by Driver,Prime Sedan,358,Thursday,9
Success,Prime Sedan,705,Monday,16
Success,Prime Sedan,329,Thursday,12
Success,Prime SUV,649,Sunday,23
Canceled by Driver,Bike,658,Sunday,11
Success,eBike,495,Sunday,10
Success,Auto,246,Wednesday,11
Success,Prime Plus,430,Friday,7
Canceled by Customer,Prime SUV,513,Thursday,5
Success,eBike,519,Monday,14
Canceled by Driver,Bike,335,Wednesday,8
Canceled by Driver,Mini,215,Sunday,10
Success,Auto,1255,Wednesday,15
Canceled by Driver,Bike,885,Wednesday,7
Success,Prime SUV,404,Monday,9
Success,Prime Sedan,296,Thursday,13
Driver Not Found,eBike,213,Friday,4
Success,Prime SUV,125,Tuesday,14
Success,Auto,223,Friday,17
Canceled by Driver,Prime Plus,396,Monday,12
Success,Mini,477,Tuesday,17
Canceled by Customer,Prime SUV,367,Tuesday,0
Success,Prime Plus,626,Thursday,21
Success,Prime Sedan,463,Wednesday,8
Success,Bike,252,Monday,4
Success,Bike,402,Monday,1
Success,Prime Plus,292,Saturday,17
Success,Bike,525,Friday,23
Canceled by Driver,Prime Sedan,167,Wednesday,14
Success,Prime Sedan,173,Wednesday,18
Success,eBike,997,Monday,19
Success,Prime Plus,1129,Sunday,2
Canceled by Driver,Prime Plus,385,Saturday,10
Canceled by Customer,Prime SUV,237,Wednesday,12
Success,Mini,369,Wednesday,0
Canceled by Driver,eBike,253,Wednesday,22
Success,Prime Sedan,152,Tuesday,14
Canceled by Driver,Mini,2702,Friday,17
Success,Prime SUV,309,Friday,19
Success,Prime Sedan,103,Tuesday,12
Canceled by Driver,Auto,403,Thursday,17
Success,eBike,332,Thursday,6
Driver Not Found,Prime Sedan,113,Sunday,12
Success,Prime Plus,219,Friday,7
Canceled by Driver,Auto,403,Friday,7
Canceled by Customer,Mini,746,Monday,7
Success,Bike,510,Wednesday,21
Driver Not Found,eBike,269,Thursday,10
Success,Auto,220,Saturday,14
Canceled by Driver,Mini,1508,Monday,9
Success,Auto,837,Tuesday,6
Success,Mini,116,Tuesday,18
Success,Bike,359,Monday,18
Canceled by Driver,Prime Sedan,490,Monday,1
Driver Not Found,Bike,266,Thursday,17
Success,Bike,362,Thursday,7
Canceled by Driver,Prime Plus,228,Thursday,3
Success,Prime Plus,168,Thursday,9
Canceled by Driver,Bike,490,Monday,11
Success,eBike,644,Tuesday,14
Success,Mini,465,Monday,13
Success,Auto,374,Wednesday,5
Success,Prime SUV,488,Thursday,3
Success,Prime SUV,223,Wednesday,18
Success,Prime Plus,774,Monday,6
Success,Mini,167,Friday,0
Success,Prime Sedan,691,Sunday,6
Success,Prime Plus,429,Friday,12
Canceled by Driver,Auto,128,Monday,5
Canceled by Driver,Prime Sedan,460,Monday,8
Canceled by Customer,Prime Sedan,954,Thursday,2
Success,Mini,303,Sunday,21
Success,Prime SUV,475,Sunday,15
Canceled by Customer,Prime Sedan,297,Saturday,3
Success,Bike,222,Friday,6
Canceled by Driver,Prime Sedan,298,Friday,2
Canceled by Driver,Auto,603,Tuesday,17
Success,eBike,176,Tuesday,6
Driver Not Found,Prime SUV,381,Thursday,14
Driver Not Found,eBike,428,Tuesday,9
Canceled by Driver,Mini,302,Friday,7
Success,Mini,327,Monday,15
Driver Not Found,Prime Sedan,253,Tuesday,19
Success,Prime SUV,163,Saturday,14
Success,Prime Sedan,108,Sunday,3
Canceled by Customer,eBike,464,Sunday,8
Canceled by Driver,Bike,142,Thursday,5
Success,Auto,231,Friday,4
Canceled by Driver,eBike,303,Monday,21
Canceled by Driver,eBike,2154,Wednesday,0
Success,eBike,280,Saturday,7
Success,Prime SUV,357,Wednesday,1
Success,Prime Plus,361,Friday,18
Canceled by Driver,Mini,255,Thursday,4
Success,eBike,479,Friday,15
Canceled by Customer,Bike,624,Tuesday,21
Canceled by Customer,Prime Plus,364,Sunday,9
Driver Not Found,Mini,115,Sunday,6
Canceled by Driver,Bike,486,Wednesday,0
Success,Prime Sedan,403,Monday,4
Canceled by Customer,Prime Sedan,384,Tuesday,12
Success,Mini,359,Monday,21
Success,Prime SUV,719,Monday,23
Success,Mini,913,Wednesday,23
Success,Prime SUV,1627,Wednesday,2
Success,Prime Sedan,316,Monday,12
Success,eBike,471,Tuesday,18
Canceled by Driver,Prime Sedan,149,Friday,5
Success,Mini,819,Monday,10
Canceled by Driver,Prime Sedan,425,Monday,5
Success,Auto,525,Sunday,5
Canceled by Driver,Mini,470,Friday,23
Success,Prime Sedan,1828,Tuesday,5
Driver Not Found,eBike,2953,Saturday,6
Success,Prime SUV,105,Friday,14
Driver Not Found,Bike,307,Wednesday,10
Success,Bike,156,Thursday,23
Success,Mini,309,Wednesday,16
Success,Auto,565,Thursday,17
Driver Not Found,Bike,844,Friday,18
Success,Prime SUV,493,Saturday,5
Success,Auto,148,Saturday,16
Success,Prime Plus,857,Saturday,4
Success,eBike,319,Saturday,6
Success,Mini,485,Friday,4
Canceled by Driver,Prime Sedan,863,Saturday,13
Success,Mini,236,Thursday,18
Success,Prime SUV,503,Tuesday,23
Success,Auto,1731,Monday,6
Canceled by Driver,Prime Sedan,850,Tuesday,18
Success,Bike,188,Sunday,6
Success,Prime Plus,428,Friday,15
Success,eBike,672,Friday,22
Success,Prime Sedan,806,Wednesday,9
Success,Auto,241,Sunday,18
Success,Auto,161,Thursday,3
Canceled by Driver,Prime Sedan,425,Wednesday,11
Canceled by Driver,Prime SUV,405,Friday,7
Canceled by Driver,Prime SUV,146,Monday,12
Canceled by Driver,eBike,356,Friday,0
Success,Prime SUV,714,Wednesday,16
Success,Mini,296,Tuesday,0
Success,Auto,489,Wednesday,12
Success,Auto,355,Sunday,5
Success,Bike,400,Monday,22
Success,Prime SUV,160,Friday,13
Canceled by Driver,eBike,301,Wednesday,5
Success,Prime SUV,108,Friday,1
Success,Prime SUV,775,Tuesday,14
Success,Bike,416,Thursday,22
Success,Prime Plus,592,Monday,18
Driver Not Found,Prime SUV,266,Monday,5
Canceled by Driver,Prime Sedan,534,Tuesday,8
Success,Bike,473,Friday,4
Success,Bike,238,Thursday,21
Success,Prime SUV,222,Wednesday,8
Success,eBike,349,Sunday,14
Success,eBike,1459,Thursday,19
Driver Not Found,Mini,173,Thursday,18
Success,Prime Sedan,292,Thursday,5
Success,Prime SUV,365,Saturday,11
Success,Bike,387,Wednesday,13
Canceled by Driver,Prime Sedan,479,Monday,14
Canceled by Driver,Prime Sedan,554,Wednesday,12
Success,Prime SUV,425,Friday,2
Driver Not Found,Mini,225,Thursday,1
Success,eBike,423,Saturday,1
Driver Not Found,Bike,413,Friday,16
Canceled by Customer,Auto,142,Friday,8
Success,Mini,269,Tuesday,6
Success,Bike,401,Thursday,12
Canceled by Customer,Prime Sedan,410,Saturday,17
Driver Not Found,Prime Plus,385,Wednesday,11
Canceled by Customer,Prime Plus,165,Monday,6
Success,Prime Sedan,131,Sunday,4
Success,Auto,392,Saturday,1
Success,Prime SUV,194,Thursday,18
Success,Prime Plus,464,Sunday,21
Success,Prime Sedan,386,Sunday,21
Success,eBike,956,Friday,11
Success,Bike,181,Friday,16
Driver Not Found,eBike,408,Thursday,17
Success,Prime SUV,190,Monday,3
Success,Auto,415,Saturday,5
Canceled by Driver,Prime Sedan,485,Thursday,5
Success,Bike,984,Wednesday,19
Canceled by Driver,Bike,392,Monday,17
Success,eBike,445,Thursday,0
Success,Prime Plus,387,Monday,3
Success,eBike,293,Saturday,8
Success,Bike,259,Tuesday,20
Success,Prime Sedan,585,Tuesday,5
Driver Not Found,Prime Sedan,1323,Saturday,14
Success,Bike,805,Sunday,18
Driver Not Found,Prime Sedan,327,Saturday,4
Success,Prime SUV,311,Thursday,13
Success,eBike,591,Saturday,3
Success,Bike,402,Sunday,20
Success,Bike,165,Sunday,4
Success,Auto,294,Monday,15
Success,Prime Plus,953,Sunday,21
Success,eBike,149,Tuesday,10
Success,Mini,415,Sunday,17
Driver Not Found,eBike,386,Friday,0
Success,Prime Plus,801,Monday,19
Canceled by Driver,Auto,464,Saturday,7
Success,Prime SUV,392,Tuesday,10
Canceled by Driver,Auto,130,Tuesday,2
Success,Prime SUV,229,Thursday,3
Success,Prime SUV,363,Tuesday,11
Driver Not Found,Prime Plus,894,Friday,9
Canceled by Customer,Auto,490,Monday,20
Canceled by Driver,Prime Sedan,150,Monday,2
Driver Not Found,Prime Sedan,358,Friday,2
Success,Prime Plus,742,Tuesday,4
Success,eBike,173,Saturday,5
Success,Prime SUV,415,Tuesday,8
Canceled by Driver,Bike,331,Saturday,12
Success,Bike,194,Sunday,4
Success,Prime Sedan,713,Saturday,22
Success,Prime Plus,365,Friday,16
Canceled by Driver,eBike,559,Saturday,11
Success,eBike,341,Thursday,5
Driver Not Found,Mini,243,Monday,8
Success,Prime Sedan,116,Friday,22
Success,Prime Plus,291,Tuesday,17
Success,Prime SUV,745,Monday,18
Driver Not Found,Prime SUV,1650,Tuesday,2
Success,Auto,340,Tuesday,7
Success,Prime Sedan,983,Tuesday,23
Success,Bike,150,Thursday,9
Success,eBike,957,Wednesday,3
Canceled by Driver,Bike,823,Monday,9
Driver Not Found,Prime Sedan,337,Sunday,2
Success,Mini,616,Friday,2
Driver Not Found,Prime SUV,417,Thursday,2
Success,Mini,261,Saturday,6
Canceled by Driver,Prime SUV,251,Friday,5
Success,Prime SUV,868,Tuesday,6
Success,Prime Plus,169,Saturday,16
Driver Not Found,Prime Sedan,1266,Sunday,14
Canceled by Driver,Prime SUV,237,Wednesday,2
Driver Not Found,Prime Plus,2035,Wednesday,9
Driver Not Found,eBike,109,Friday,19
Driver Not Found,Mini,1560,Saturday,1
Success,eBike,2658,Thursday,23
Canceled by Customer,Mini,184,Friday,8
Success,Prime Sedan,260,Wednesday,13
Success,Mini,437,Thursday,13
Success,Bike,142,Tuesday,15
Success,eBike,2077,Thursday,0
Success,Prime SUV,174,Thursday,8
Success,Prime Plus,238,Tuesday,10
Success,Prime Sedan,184,Monday,6
Success,Bike,240,Wednesday,13
Success,Prime Sedan,167,Saturday,14
Success,Prime Sedan,156,Monday,4
Success,Prime SUV,2631,Friday,0
Driver Not Found,Prime Sedan,152,Friday,12
Canceled by Driver,Prime Sedan,557,Tuesday,22
Success,Bike,197,Sunday,2
Canceled by Driver,Prime Sedan,146,Thursday,10
Success,Prime Plus,617,Monday,5
Success,Bike,470,Saturday,10
Success,Auto,484,Monday,16
Success,Mini,316,Saturday,18
Success,Prime Plus,142,Saturday,12
Success,Auto,537,Thursday,13
Success,eBike,847,Sunday,4
Driver Not Found,eBike,165,Saturday,14
Canceled by Driver,Prime Plus,478,Friday,7
Success,Prime SUV,104,Monday,18
Success,Bike,698,Saturday,8
Success,Mini,110,Saturday,5
Success,Prime SUV,426,Thursday,17
Success,eBike,112,Friday,4
Success,Bike,108,Thursday,14
Success,Mini,753,Saturday,20
Success,Prime Plus,190,Friday,23
Success,Bike,115,Sunday,22
Success,Auto,591,Friday,15
Driver Not Found,eBike,483,Monday,2
Canceled by Customer,eBike,455,Sunday,7
Success,Bike,561,Monday,20
Canceled by Driver,Prime Plus,332,Tuesday,9
Canceled by Driver,Auto,152,Tuesday,10
Success,Bike,964,Wednesday,13
Success,Mini,402,Thursday,16
Canceled by Customer,Mini,262,Friday,15
Success,Mini,338,Saturday,6
Driver Not Found,Auto,371,Friday,22
Success,Prime SUV,468,Friday,4
Success,Prime SUV,1950,Monday,2
Canceled by Customer,eBike,167,Tuesday,18
Canceled by Customer,Prime SUV,669,Thursday,12
Canceled by Customer,Prime Plus,376,Tuesday,21
Success,Prime SUV,643,Thursday,5
Success,Prime Plus,309,Thursday,5
