Vehicle Type,Booking Value,Ride Distance,Avg VTAT,Avg CTAT,Driver Ratings,Customer Rating,Payment Method
Bike,362.0,26.64,4.1,34.7,4.9,4.9,UPI
Auto,334.0,4.88,12.8,32.9,4.4,4.3,Cash
Go Mini,591.0,23.23,10.9,34.3,3.5,4.2,Cash
Go Sedan,392.0,5.87,12.4,17.8,4.3,4.9,UPI
Go Mini,348.0,49.81,13.8,31.4,3.9,4.9,UPI
Go Mini,231.0,46.5,10.2,18.5,4.9,3.4,UPI
Go Sedan,262.0,19.19,9.2,28.0,4.7,4.7,UPI
Go Sedan,235.0,13.94,2.0,25.4,4.4,4.1,UPI
Bike,509.0,11.04,4.0,19.2,4.2,4.3,Debit Card
Auto,655.0,21.55,14.7,33.4,4.3,4.4,Debit Card
Go Sedan,231.0,7.65,13.6,44.4,4.3,4.3,UPI
Auto,79.0,13.92,9.6,41.3,4.3,4.9,Uber Wallet
Go Mini,516.0,7.83,3.4,17.1,4.7,4.8,Cash
Auto,583.0,20.82,2.4,21.5,3.7,4.5,Cash
Go Sedan,752.0,44.03,4.8,15.4,4.3,4.2,Debit Card
Go Sedan,413.0,49.41,12.2,41.5,4.1,4.2,UPI
Auto,175.0,23.14,7.2,35.8,3.0,4.8,Cash
Go Mini,228.0,18.59,4.4,22.3,4.7,3.2,UPI
Premier Sedan,167.0,8.03,2.4,27.9,4.5,4.2,UPI
Go Mini,813.0,48.71,7.6,33.9,4.3,4.9,Cash
Go Mini,449.0,8.09,13.6,34.0,4.3,4.2,UPI
Bike,200.0,41.69,11.4,35.6,3.2,4.6,UPI
Premier Sedan,190.0,47.57,5.4,42.0,4.3,4.8,UPI
Premier Sedan,966.0,21.4,2.4,45.0,4.6,4.9,Cash
Premier Sedan,480.0,25.93,8.9,32.1,4.4,4.9,UPI
Bike,367.0,46.51,8.6,30.3,3.8,4.6,UPI
Auto,65.0,4.25,3.5,38.4,4.5,5.0,Cash
Auto,86.0,7.86,4.8,16.3,4.3,4.8,Uber Wallet
Go Mini,124.0,32.48,8.7,25.9,3.6,4.3,Cash
Auto,388.0,34.52,6.1,31.6,4.4,4.1,UPI
Go Mini,134.0,42.32,8.8,39.4,3.7,4.6,UPI
Premier Sedan,87.0,43.11,3.9,19.9,4.9,4.9,UPI
Uber XL,525.0,33.8,9.7,42.7,4.2,4.1,UPI
Go Mini,71.0,28.7,4.6,16.8,4.5,4.3,Cash
eBike,215.0,26.25,9.3,34.5,4.1,4.9,Uber Wallet
eBike,468.0,41.62,8.2,41.8,4.5,4.6,Cash
Go Sedan,803.0,30.1,3.2,34.6,3.0,3.9,Uber Wallet
Premier Sedan,1778.0,46.79,10.0,37.4,4.6,4.6,UPI
Auto,404.0,36.41,5.1,28.3,4.2,4.2,Cash
eBike,596.0,30.23,13.2,27.5,4.1,4.2,Credit Card
Auto,982.0,6.99,5.3,41.3,4.3,4.1,Credit Card
Auto,700.0,2.19,11.1,35.4,4.0,4.1,Uber Wallet
Go Mini,194.0,7.14,7.8,32.8,3.9,4.7,UPI
Go Sedan,853.0,48.5,10.9,41.0,4.2,4.6,Cash
Premier Sedan,456.0,34.76,3.2,39.6,4.5,4.5,UPI
Bike,379.0,47.13,11.6,38.6,4.3,3.4,UPI
Go Mini,257.0,14.51,12.7,32.6,4.9,5.0,Uber Wallet
Go Sedan,279.0,44.94,3.3,18.4,4.7,4.6,UPI
Uber XL,1167.0,46.32,12.1,36.5,4.2,4.9,Cash
Auto,180.0,43.49,7.4,44.3,4.6,4.8,UPI
Bike,877.0,41.48,12.4,30.2,4.5,4.5,UPI
Go Mini,436.0,29.46,6.7,23.6,4.8,4.8,Cash
Bike,905.0,4.64,12.8,29.7,4.1,4.4,UPI
Bike,210.0,17.45,13.5,25.9,3.8,4.6,Debit Card
Auto,508.0,2.5,6.1,33.5,4.5,3.7,UPI
Premier Sedan,233.0,48.89,3.6,26.8,4.1,4.3,Cash
Premier Sedan,416.0,49.82,6.8,27.3,4.1,4.9,Credit Card
Bike,440.0,19.38,6.2,35.9,3.1,4.6,Debit Card
Premier Sedan,435.0,13.14,7.5,29.4,4.3,4.2,Uber Wallet
eBike,245.0,45.77,7.3,37.8,4.6,4.5,Cash
Auto,464.0,29.09,13.4,28.4,3.1,4.9,Cash
Go Mini,223.0,24.56,4.9,29.7,4.3,4.7,UPI
eBike,578.0,31.88,3.8,35.8,4.9,4.8,Cash
Go Mini,758.0,34.63,14.8,22.2,4.9,4.9,Credit Card
Go Mini,180.0,35.91,5.1,41.2,4.1,4.9,Uber Wallet
Auto,186.0,26.08,7.4,27.1,4.3,4.8,UPI
eBike,532.0,9.42,12.9,38.2,4.3,3.8,UPI
Auto,173.0,49.95,10.9,35.1,3.9,4.3,Credit Card
Uber XL,802.0,7.16,12.0,38.7,4.4,5.0,UPI
Auto,817.0,44.91,7.4,30.8,4.2,4.3,Credit Card
Go Mini,214.0,10.76,6.5,17.8,4.3,4.2,UPI
Auto,217.0,6.9,14.3,43.9,4.1,4.5,Uber Wallet
Bike,589.0,46.37,5.1,22.8,3.4,5.0,UPI
eBike,122.0,37.3,3.8,37.2,4.3,5.0,UPI
Go Sedan,344.0,29.27,14.9,25.4,4.2,5.0,UPI
eBike,647.0,31.07,2.9,26.3,4.5,5.0,UPI
Go Sedan,94.0,48.34,7.0,37.6,4.4,4.1,UPI
Premier Sedan,177.0,19.74,9.8,28.2,3.6,4.7,UPI
Bike,455.0,6.44,10.6,43.0,4.2,4.9,UPI
Auto,782.0,35.05,9.1,32.0,4.6,4.3,UPI
Go Mini,327.0,22.7,3.9,27.6,4.2,4.5,UPI
Go Sedan,945.0,13.7,2.5,23.0,4.7,4.6,Cash
Premier Sedan,1010.0,7.44,8.4,16.5,4.1,4.6,UPI
Bike,315.0,33.14,4.1,31.8,3.7,4.3,Debit Card
Go Sedan,970.0,31.55,5.7,22.9,4.7,4.2,UPI
Go Sedan,312.0,38.63,10.5,30.5,4.2,4.3,Credit Card
Bike,457.0,18.76,7.6,29.1,4.1,3.8,UPI
Auto,618.0,16.14,2.4,37.2,4.1,4.2,Cash
Bike,65.0,49.73,14.5,26.9,4.0,4.8,Cash
Auto,60.0,12.59,10.4,26.3,4.1,4.7,Credit Card
Auto,258.0,34.32,8.5,38.3,4.1,3.7,Credit Card
Go Sedan,104.0,21.72,5.9,34.7,4.1,5.0,Cash
Go Mini,790.0,18.55,4.8,41.3,4.8,4.1,Uber Wallet
Auto,164.0,9.31,6.4,31.2,4.1,4.4,UPI
Premier Sedan,599.0,25.11,4.8,33.7,4.3,4.3,UPI
Go Mini,1036.0,40.39,3.2,29.7,4.7,4.3,Credit Card
Premier Sedan,234.0,19.25,7.1,24.5,4.9,4.4,Uber Wallet
Bike,913.0,28.1,9.0,16.5,4.1,4.2,UPI
Go Sedan,379.0,48.34,9.0,17.1,3.7,4.2,UPI
Go Mini,263.0,10.27,7.2,41.1,3.9,4.6,UPI
Auto,96.0,19.54,9.4,21.2,3.7,4.7,UPI
Auto,310.0,29.86,6.5,34.8,4.3,4.8,UPI
Go Mini,107.0,21.72,7.2,29.3,4.3,3.3,Cash
Go Sedan,512.0,26.37,10.2,22.7,4.1,4.2,Cash
Go Mini,1042.0,35.24,13.4,24.8,4.6,5.0,Cash
Go Sedan,661.0,33.75,6.8,37.8,3.8,4.7,UPI
Bike,200.0,44.93,14.1,19.3,4.2,4.6,Cash
Bike,189.0,8.47,14.5,19.9,4.6,4.9,Cash
Auto,594.0,26.98,10.8,24.0,4.2,4.1,UPI
Premier Sedan,337.0,27.86,3.3,29.2,4.2,4.6,UPI
Bike,1591.0,43.22,2.1,21.4,4.9,4.3,UPI
Go Sedan,261.0,11.15,2.6,39.3,4.6,4.3,Cash
Auto,373.0,27.67,14.7,26.5,3.7,4.1,Credit Card
Go Mini,185.0,7.73,13.1,39.3,3.1,4.6,Cash
Premier Sedan,169.0,15.83,10.1,40.0,4.3,4.5,UPI
Go Sedan,225.0,29.01,12.1,23.4,4.7,4.2,Cash
Auto,120.0,12.8,6.8,38.6,3.6,5.0,Uber Wallet
Premier Sedan,877.0,41.84,9.8,18.5,4.2,4.3,UPI
Auto,796.0,22.28,3.6,27.2,3.7,4.2,UPI
Uber XL,821.0,49.87,2.3,17.0,4.6,4.2,Debit Card
Premier Sedan,86.0,4.44,12.6,44.4,3.4,4.8,UPI
Go Sedan,284.0,36.54,3.3,16.3,4.0,4.2,Credit Card
Auto,532.0,22.1,4.5,17.0,4.3,4.2,UPI
Premier Sedan,152.0,17.53,5.6,37.5,3.1,4.1,UPI
Bike,99.0,49.33,12.6,20.0,3.6,4.5,Cash
Auto,539.0,37.92,11.0,19.9,5.0,4.6,Credit Card
Go Mini,505.0,38.08,9.3,17.2,4.2,4.3,Cash
eBike,106.0,43.69,7.4,37.4,4.3,4.8,UPI
Bike,309.0,9.44,8.0,45.0,4.2,4.4,Credit Card
Auto,238.0,40.52,14.7,30.0,4.3,4.6,UPI
Premier Sedan,161.0,16.39,13.1,41.1,3.3,5.0,Uber Wallet
Go Sedan,552.0,7.37,10.2,25.3,4.8,3.8,UPI
Auto,430.0,36.48,3.1,30.5,4.6,5.0,UPI
eBike,215.0,44.04,11.7,29.8,3.8,4.7,Uber Wallet
Auto,55.0,49.72,13.4,35.6,4.3,4.6,UPI
Go Sedan,425.0,9.44,7.8,19.1,4.3,4.1,Cash
Go Mini,885.0,42.99,11.1,41.6,4.7,4.3,UPI
Premier Sedan,875.0,19.41,6.6,36.4,3.1,4.8,Cash
Bike,700.0,14.4,7.1,40.2,4.3,4.3,Debit Card
Go Mini,906.0,49.81,5.1,24.3,4.6,4.9,Uber Wallet
Auto,778.0,11.38,6.5,38.9,4.9,4.4,Uber Wallet
eBike,449.0,27.08,2.8,34.9,4.3,4.5,UPI
Go Mini,98.0,17.84,11.3,27.0,4.1,3.0,UPI
Bike,398.0,26.46,12.4,37.8,4.9,4.2,UPI
Auto,426.0,28.81,13.1,19.3,4.2,3.9,UPI
Go Mini,200.0,24.64,9.7,29.6,4.1,4.8,UPI
Go Mini,825.0,16.33,14.0,31.4,4.2,4.5,UPI
Bike,1106.0,45.11,6.2,21.9,4.0,3.6,Cash
Go Mini,3578.0,27.16,4.8,27.1,3.0,3.8,UPI
Auto,1343.0,21.95,3.8,20.3,4.7,4.6,UPI
Premier Sedan,333.0,23.84,8.3,18.3,4.4,4.9,UPI
Premier Sedan,576.0,25.58,8.7,22.0,3.8,3.9,Credit Card
Bike,861.0,45.03,10.8,20.8,4.3,4.2,Uber Wallet
Auto,497.0,40.64,13.9,37.3,4.5,4.6,UPI
Go Mini,577.0,29.53,9.8,35.1,3.8,4.7,Uber Wallet
Bike,357.0,28.74,8.5,28.6,4.6,4.9,UPI
Uber XL,326.0,17.68,7.2,37.2,4.7,4.0,UPI
Auto,148.0,32.55,12.8,30.1,4.7,4.6,Uber Wallet
Premier Sedan,581.0,10.15,11.6,38.3,4.2,4.5,UPI
Go Mini,118.0,3.5,13.3,43.9,4.1,4.7,UPI
Go Mini,73.0,31.81,12.9,35.8,3.7,4.1,Cash
Auto,164.0,3.43,6.8,40.2,4.3,3.1,Cash
Go Sedan,142.0,12.32,4.6,21.0,4.5,4.6,UPI
Auto,455.0,47.09,5.0,31.7,4.2,3.6,Credit Card
Go Sedan,473.0,45.33,6.1,27.4,4.6,4.9,UPI
Auto,255.0,33.04,8.4,33.2,4.3,3.4,Debit Card
Bike,201.0,33.14,8.0,19.2,4.7,4.6,UPI
Premier Sedan,825.0,4.95,6.3,42.2,4.5,4.2,UPI
Go Mini,381.0,15.0,5.1,32.6,3.9,4.9,UPI
Premier Sedan,176.0,7.3,12.6,19.6,4.6,4.3,UPI
Auto,129.0,13.92,12.3,42.7,4.6,4.8,UPI
Premier Sedan,593.0,7.26,8.5,36.2,4.1,4.1,Cash
Auto,874.0,9.91,4.7,33.6,4.1,4.2,Credit Card
Go Sedan,320.0,23.81,5.1,27.4,4.5,4.5,UPI
Uber XL,429.0,13.4,13.6,44.5,4.9,4.9,UPI
Go Sedan,873.0,3.04,8.1,15.9,4.2,4.1,Credit Card
Premier Sedan,316.0,22.45,5.9,15.4,4.2,4.8,UPI
Go Mini,182.0,28.87,12.4,27.4,4.2,4.9,Debit Card
Go Mini,128.0,8.95,5.1,29.1,4.2,4.6,Cash
Auto,87.0,12.3,14.0,29.5,4.3,4.8,Cash
Auto,446.0,17.49,12.2,42.3,4.2,4.7,UPI
Auto,454.0,49.94,10.1,15.8,4.2,4.2,Cash
Auto,459.0,20.34,10.9,35.3,4.6,4.9,Debit Card
Go Sedan,841.0,46.41,9.9,31.3,4.6,5.0,UPI
Bike,326.0,38.32,11.8,38.6,4.3,4.4,UPI
eBike,247.0,23.55,5.9,18.8,4.6,4.5,Cash
Uber XL,1103.0,38.77,9.3,39.8,4.1,5.0,Uber Wallet
Auto,936.0,48.87,12.5,37.1,3.9,4.8,UPI
Bike,432.0,12.11,6.7,31.2,4.3,3.4,Debit Card
Go Mini,511.0,17.81,14.6,42.9,3.7,3.6,Cash
Auto,303.0,31.71,14.1,18.4,4.1,4.2,Uber Wallet
eBike,342.0,10.16,12.0,24.4,4.3,3.0,UPI
Auto,581.0,28.72,7.5,29.6,5.0,4.8,UPI
Bike,386.0,16.48,4.7,45.0,4.5,3.3,Cash
Go Sedan,98.0,48.26,3.3,28.4,4.3,4.3,Credit Card
Bike,440.0,48.29,8.3,18.2,4.3,4.9,Cash
Go Mini,714.0,48.09,14.0,19.6,3.1,5.0,Credit Card
Go Mini,761.0,25.3,8.4,38.2,4.9,4.9,Uber Wallet
Go Sedan,1234.0,10.89,3.3,33.9,4.7,4.4,UPI
eBike,740.0,21.75,6.8,17.0,4.6,3.6,Credit Card
Bike,932.0,27.4,5.9,31.8,3.8,4.5,Cash
Premier Sedan,271.0,45.18,10.0,27.5,4.6,4.2,UPI
eBike,90.0,2.33,4.3,20.9,4.2,4.7,UPI
eBike,255.0,40.93,9.8,42.9,4.6,5.0,UPI
Go Sedan,2589.0,38.52,10.4,37.8,4.4,4.7,UPI
Go Sedan,88.0,42.41,6.1,39.6,4.6,4.4,UPI
Auto,188.0,44.98,4.1,25.0,4.8,4.8,Uber Wallet
Go Sedan,82.0,18.65,2.2,38.5,4.7,4.6,UPI
Go Mini,495.0,34.95,3.7,36.3,4.6,4.4,UPI
Premier Sedan,945.0,7.92,11.4,41.7,4.5,4.6,Uber Wallet
Go Mini,615.0,38.6,12.9,37.8,4.1,4.6,Cash
Go Sedan,1375.0,44.99,7.2,30.1,4.5,4.3,UPI
Go Mini,136.0,48.73,13.9,38.5,4.2,4.7,Debit Card
Go Mini,86.0,39.95,6.2,36.0,4.2,4.4,Cash
Uber XL,365.0,11.69,14.5,26.6,3.7,5.0,UPI
Go Sedan,899.0,32.53,3.2,23.4,4.4,4.3,Cash
Bike,720.0,6.56,14.0,36.0,4.6,4.6,Cash
eBike,159.0,48.6,9.9,34.7,4.6,4.4,Debit Card
Go Mini,901.0,33.27,4.0,17.3,4.1,4.2,Debit Card
Go Sedan,242.0,48.36,2.4,36.0,4.3,4.0,Cash
Premier Sedan,735.0,39.24,12.0,32.2,3.6,4.6,UPI
Go Sedan,1119.0,42.34,13.9,23.3,4.7,4.2,UPI
Go Sedan,962.0,30.56,10.1,42.2,4.4,4.2,UPI
Go Mini,962.0,6.05,4.7,36.0,4.1,5.0,UPI
Bike,213.0,13.08,10.7,37.3,4.1,3.7,UPI
Auto,207.0,7.7,12.4,36.1,4.8,4.3,Cash
Go Sedan,439.0,32.01,10.9,17.4,4.0,4.9,UPI
Bike,694.0,11.1,2.9,39.9,4.4,4.8,UPI
Bike,287.0,28.09,12.3,32.7,4.5,4.8,Credit Card
Bike,774.0,42.16,8.3,27.0,4.4,4.9,Credit Card
Go Mini,706.0,47.99,12.1,16.3,4.9,4.3,Uber Wallet
Auto,119.0,42.45,9.4,39.7,4.4,4.6,Cash
Go Sedan,107.0,33.62,14.1,25.3,4.2,4.3,UPI
Go Mini,336.0,43.87,10.6,40.3,4.4,4.4,Cash
Auto,666.0,13.86,4.2,41.6,3.3,4.6,UPI
Auto,387.0,48.01,10.1,20.1,4.5,4.9,UPI
Bike,311.0,45.64,8.3,24.9,4.4,4.2,UPI
Auto,459.0,32.48,7.9,30.2,4.8,4.2,Cash
Auto,608.0,43.32,3.4,18.1,4.1,4.3,UPI
Go Sedan,91.0,49.68,6.4,28.0,4.2,5.0,UPI
Bike,804.0,28.54,11.4,25.2,4.4,4.7,Credit Card
Auto,373.0,27.1,4.2,26.9,4.2,4.9,Cash
Go Sedan,965.0,17.91,14.9,40.3,4.2,3.7,Uber Wallet
Bike,837.0,48.86,10.6,37.4,4.2,4.3,UPI
Auto,51.0,24.78,10.7,16.3,4.2,4.9,UPI
Premier Sedan,493.0,15.76,5.5,27.1,4.3,4.2,Cash
Go Sedan,688.0,37.35,12.0,44.5,4.4,4.7,Cash
Auto,404.0,19.0,10.4,26.2,3.7,5.0,Cash
Go Sedan,362.0,37.9,3.4,35.3,3.2,4.9,UPI
Go Sedan,397.0,13.17,9.7,15.1,4.6,4.3,UPI
eBike,136.0,38.73,8.5,38.6,4.4,4.8,UPI
Premier Sedan,388.0,25.27,7.6,29.9,4.3,4.6,Cash
Auto,658.0,45.01,5.2,35.7,4.1,4.3,UPI
Go Mini,355.0,7.8,3.4,18.0,4.1,3.9,Credit Card
Bike,491.0,48.13,6.9,43.3,4.7,4.8,Cash
Bike,558.0,7.75,13.9,34.5,3.2,4.4,UPI
Go Mini,184.0,44.05,12.2,42.9,3.4,4.9,UPI
eBike,154.0,5.15,5.7,20.5,4.4,3.8,Cash
Premier Sedan,1129.0,8.05,3.7,33.2,4.5,4.3,UPI
Go Mini,473.0,19.74,3.2,43.6,4.6,4.9,UPI
Bike,122.0,25.55,7.0,35.8,4.0,3.7,Debit Card
Auto,225.0,40.17,13.5,17.4,4.2,3.8,Uber Wallet
Go Sedan,910.0,29.93,14.7,29.2,4.6,4.6,Credit Card
Go Mini,72.0,31.37,2.6,25.4,4.2,4.5,Debit Card
Go Sedan,482.0,21.12,8.6,21.6,4.5,4.2,UPI
Go Mini,487.0,45.01,5.2,41.0,4.7,4.9,UPI
Go Mini,193.0,18.69,10.5,29.6,4.6,4.9,UPI
Go Sedan,452.0,29.53,7.3,39.6,3.4,4.4,UPI
Auto,197.0,3.31,10.9,34.9,4.4,4.7,UPI
eBike,107.0,28.58,13.2,44.9,4.2,5.0,UPI
Go Sedan,1587.0,40.67,12.6,20.7,4.7,4.9,Cash
Uber XL,546.0,46.45,3.2,23.5,4.1,4.4,Credit Card
Auto,1334.0,35.69,5.7,43.8,4.4,5.0,Cash
eBike,515.0,34.21,8.3,42.2,4.2,4.5,UPI
Auto,259.0,34.54,7.1,29.5,4.2,4.1,UPI
Go Mini,697.0,20.23,2.8,36.3,4.3,4.4,Cash
Premier Sedan,207.0,14.83,10.4,34.3,3.8,4.1,UPI
Go Sedan,704.0,46.68,11.4,34.9,5.0,4.7,UPI
Go Mini,524.0,42.46,11.9,25.0,4.1,4.9,Cash
Go Mini,118.0,42.93,7.8,18.1,3.2,4.1,Uber Wallet
Go Sedan,307.0,6.58,6.0,24.2,4.9,4.0,Debit Card
Auto,766.0,40.83,13.2,28.5,4.9,4.7,Cash
Go Mini,632.0,10.68,9.0,42.9,5.0,4.9,Cash
Go Sedan,265.0,40.92,14.9,26.3,4.2,3.7,Cash
Uber XL,835.0,11.29,5.6,41.9,4.9,4.6,Cash
Go Sedan,1065.0,25.51,9.6,26.2,3.7,3.6,Debit Card
Go Sedan,440.0,37.6,13.3,44.0,3.9,3.9,Credit Card
eBike,214.0,2.71,10.9,19.4,4.2,4.6,Credit Card
Go Sedan,542.0,32.63,11.5,15.8,4.6,4.5,Uber Wallet
eBike,991.0,45.63,13.9,43.5,4.4,4.3,Debit Card
Auto,871.0,47.22,4.2,25.8,4.9,5.0,Credit Card
Go Mini,115.0,38.5,9.6,15.9,4.1,4.9,UPI
Go Sedan,327.0,37.72,8.0,41.8,4.3,4.0,Cash
Go Sedan,2789.0,29.53,10.8,22.2,4.1,4.9,Cash
Go Mini,200.0,40.59,5.7,35.1,3.8,4.7,Debit Card
Bike,358.0,34.78,11.5,32.6,4.2,4.5,UPI
Go Sedan,1616.0,44.43,7.0,32.1,4.4,4.2,UPI
Bike,68.0,6.22,9.6,23.8,4.1,4.2,Cash
Bike,418.0,3.98,7.5,28.3,4.6,4.7,Credit Card
Premier Sedan,172.0,49.86,11.4,44.0,4.2,4.6,UPI
Premier Sedan,1861.0,46.83,2.4,16.5,4.1,3.3,UPI
Go Sedan,320.0,48.98,5.6,43.7,4.2,3.1,Cash
Go Mini,455.0,48.5,4.0,37.8,3.1,4.6,Uber Wallet
Auto,386.0,10.2,9.5,30.2,4.6,4.5,UPI
Auto,50.0,12.58,3.1,20.4,4.2,4.7,Cash
Go Mini,1153.0,2.33,4.6,22.8,4.6,4.8,Credit Card
Auto,564.0,46.38,10.5,26.9,4.3,4.6,Uber Wallet
Go Sedan,208.0,32.28,11.9,39.8,4.4,4.3,UPI
Bike,434.0,24.6,10.4,32.5,4.2,3.2,Debit Card
Go Mini,519.0,12.54,2.7,29.9,4.7,4.1,Cash
Bike,488.0,22.71,14.9,21.4,4.8,4.6,Credit Card
Go Mini,451.0,25.63,7.2,30.0,4.4,4.1,Cash
Go Sedan,142.0,42.27,13.1,41.0,4.7,4.1,Uber Wallet
Go Mini,506.0,28.89,10.5,35.7,4.3,3.4,UPI
Go Sedan,128.0,4.58,12.7,20.9,4.6,3.1,Cash
Premier Sedan,1244.0,14.79,2.2,20.7,4.9,4.5,UPI
Auto,881.0,19.45,7.4,31.2,4.6,4.4,Debit Card
Auto,393.0,35.79,11.8,37.4,4.2,4.5,Cash
Go Sedan,666.0,29.41,13.4,16.6,4.8,4.5,UPI
Bike,537.0,21.63,15.0,23.9,4.0,4.6,UPI
Premier Sedan,244.0,47.6,2.0,23.5,3.8,4.8,UPI
Auto,179.0,40.21,13.5,41.9,4.6,5.0,Cash
Go Sedan,252.0,42.33,13.4,22.8,3.6,4.9,Debit Card
Go Mini,971.0,5.71,9.5,33.3,4.6,4.9,Cash
Auto,106.0,20.32,8.6,38.6,5.0,4.4,UPI
Go Mini,570.0,48.23,6.3,41.5,4.4,4.6,Uber Wallet
Go Sedan,423.0,45.8,3.3,24.7,4.4,4.9,Uber Wallet
Bike,910.0,18.67,6.0,35.8,4.3,4.3,Debit Card
Go Mini,676.0,26.41,8.2,39.0,4.2,4.3,UPI
Go Mini,341.0,15.89,6.7,16.8,4.4,3.8,UPI
Go Sedan,574.0,29.56,14.1,15.2,4.7,4.2,Credit Card
Go Mini,366.0,28.2,8.1,37.9,4.4,4.2,Uber Wallet
Premier Sedan,926.0,35.74,4.9,41.2,3.9,5.0,UPI
Auto,882.0,2.54,7.6,34.6,5.0,4.9,Cash
Go Mini,111.0,18.63,2.1,18.5,4.2,4.4,UPI
Go Mini,397.0,8.82,3.3,28.5,4.4,4.2,UPI
Auto,735.0,18.67,13.4,25.4,4.3,4.3,UPI
Go Mini,657.0,13.23,8.3,21.6,3.7,4.7,Uber Wallet
eBike,332.0,30.31,2.5,25.3,4.2,4.4,UPI
Premier Sedan,242.0,25.57,14.0,37.4,4.2,4.6,Cash
Go Mini,259.0,14.51,2.2,42.5,3.0,5.0,Uber Wallet
Auto,643.0,6.99,7.8,29.5,4.2,4.0,Cash
Auto,238.0,4.22,8.1,23.0,4.3,4.1,UPI
Go Sedan,1251.0,11.54,7.5,43.5,4.6,4.9,Debit Card
Auto,389.0,32.45,8.2,37.6,3.7,4.7,UPI
Go Sedan,246.0,30.66,9.7,42.5,5.0,4.9,Credit Card
Go Mini,845.0,36.34,10.3,41.0,4.7,4.3,Uber Wallet
Bike,213.0,14.51,8.0,17.2,3.8,4.9,UPI
Go Sedan,378.0,14.45,12.0,19.7,4.2,4.4,Uber Wallet
Go Sedan,417.0,41.42,6.1,37.8,4.6,4.2,Uber Wallet
Auto,124.0,9.76,4.3,37.8,3.3,4.1,Cash
Premier Sedan,513.0,40.11,9.3,23.5,4.1,4.6,UPI
Uber XL,576.0,26.63,12.6,26.9,4.1,4.3,UPI
Go Mini,153.0,23.53,9.0,19.6,3.4,4.4,UPI
Bike,276.0,42.25,9.2,23.1,4.8,5.0,UPI
Bike,165.0,29.26,11.7,43.2,3.6,4.5,UPI
Premier Sedan,617.0,24.55,12.3,33.5,4.6,4.6,UPI
Uber XL,151.0,24.52,10.3,38.7,3.5,4.4,UPI
Auto,1148.0,23.73,4.1,37.3,3.3,3.1,Uber Wallet
Premier Sedan,258.0,15.69,13.2,35.9,4.5,5.0,UPI
Bike,401.0,45.98,10.2,24.1,4.4,4.9,Debit Card
Go Mini,363.0,29.53,13.3,27.2,4.3,4.6,UPI
Premier Sedan,270.0,13.18,5.5,24.3,3.9,3.1,UPI
Go Mini,1356.0,29.77,4.8,32.8,3.9,4.3,Cash
Go Sedan,308.0,22.25,9.8,15.2,4.9,4.3,UPI
Auto,824.0,39.5,5.8,23.1,4.3,4.5,UPI
Premier Sedan,155.0,22.7,4.0,39.9,4.3,4.3,Cash
Premier Sedan,937.0,20.5,14.0,20.9,4.3,3.9,UPI
eBike,338.0,12.38,14.9,40.5,4.3,4.7,Cash
Go Mini,689.0,17.17,6.7,25.5,4.2,4.2,Cash
Go Sedan,568.0,10.28,12.3,23.2,4.7,3.9,UPI
Premier Sedan,104.0,35.75,10.2,21.4,4.2,4.6,Uber Wallet
Go Mini,192.0,41.24,14.9,31.6,4.6,4.2,Credit Card
Premier Sedan,245.0,17.52,8.1,43.1,4.5,4.6,Cash
Auto,360.0,25.39,13.9,23.6,4.6,4.9,Debit Card
Go Sedan,453.0,20.88,11.1,22.7,4.4,4.1,Uber Wallet
Bike,725.0,7.45,9.4,26.9,4.3,4.2,UPI
Go Mini,930.0,27.64,4.7,34.0,4.6,3.9,Cash
Bike,456.0,46.96,3.7,32.8,4.2,4.2,UPI
Bike,255.0,34.71,6.2,32.0,4.4,4.9,UPI
Bike,332.0,26.11,5.6,44.5,4.9,3.7,Cash
Go Sedan,1232.0,45.85,2.4,41.9,4.7,3.2,Cash
Auto,216.0,42.37,9.6,35.6,4.2,5.0,UPI
Bike,298.0,42.49,4.3,35.7,4.7,4.8,Cash
Bike,229.0,7.5,11.4,17.1,4.1,4.4,Credit Card
Go Sedan,687.0,36.6,13.3,39.6,3.8,4.7,UPI
Go Mini,50.0,49.6,6.0,43.3,4.9,5.0,UPI
Auto,108.0,5.35,14.2,29.7,4.3,4.7,UPI
Auto,471.0,36.93,14.0,37.8,3.2,5.0,Cash
eBike,424.0,44.62,5.5,31.1,4.1,4.2,Cash
Uber XL,351.0,31.13,9.2,26.6,4.2,4.3,Cash
Auto,486.0,11.3,10.4,36.0,3.2,4.3,Cash
Uber XL,328.0,5.79,13.4,25.5,4.1,4.9,UPI
Premier Sedan,1328.0,4.0,7.5,40.7,4.6,4.0,Cash
Auto,456.0,8.6,4.4,16.3,4.7,4.6,Cash
Go Mini,725.0,10.41,11.1,28.3,4.1,4.9,Cash
eBike,747.0,42.65,14.1,16.9,3.1,4.9,Uber Wallet
Go Mini,200.0,15.54,3.8,29.9,4.2,5.0,Debit Card
Auto,382.0,8.73,10.4,35.1,4.3,4.9,Uber Wallet
Auto,342.0,9.65,5.7,30.5,4.4,4.6,UPI
Premier Sedan,1296.0,6.98,5.8,35.9,3.7,4.3,Uber Wallet
Auto,183.0,40.68,11.4,40.1,4.4,4.4,Cash
Premier Sedan,696.0,15.88,12.0,32.4,4.5,4.3,Debit Card
Go Sedan,133.0,19.37,7.4,34.6,4.6,4.2,UPI
Bike,59.0,31.91,2.2,34.3,3.8,4.9,UPI
