fare_amount,distance_km,passenger_count,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,pickup_year
4.5,0.935520154637481,1,22,Friday,February,0,2015
17.4,6.76880018914396,2,1,Friday,March,0,2009
10.6,0.8806429213629664,3,22,Saturday,February,1,2009
6.5,1.7796301295775123,1,16,Wednesday,January,0,2015
8.1,0.9741996525774714,1,0,Tuesday,March,0,2012
3.7,0.9035798118275973,5,4,Saturday,March,1,2009
15.3,3.2984492893485853,2,18,Saturday,April,1,2012
4.5,0.8254133190612333,2,16,Saturday,August,1,2009
8.5,1.61385493558213,1,18,Wednesday,December,0,2010
10.1,2.692616616070546,1,8,Friday,December,0,2009
6.6,1.2883575372054343,2,20,Friday,March,0,2009
10.9,4.855798363066262,1,20,Thursday,January,0,2011
16.5,4.367171477189285,2,18,Saturday,December,1,2012
15.5,3.422153018456244,2,13,Thursday,December,0,2013
10.6,2.6275632954444257,1,0,Wednesday,February,0,2009
6.9,0.864891713391724,1,10,Tuesday,December,0,2009
4.9,1.4869404761636955,1,5,Saturday,January,1,2010
8.1,2.978319434354321,1,13,Saturday,December,1,2011
4.0,1.2042834029574323,2,14,Monday,November,0,2014
13.0,4.828044620048247,2,9,Saturday,October,1,2013
17.0,4.203757758589057,1,21,Wednesday,February,0,2015
12.5,4.347891917372542,1,14,Sunday,September,1,2011
7.3,1.0712351952711356,1,15,Wednesday,December,0,2009
10.9,4.763244421203552,1,21,Thursday,February,0,2009
11.5,2.829313650124379,6,9,Tuesday,June,0,2013
5.3,1.0215385466167324,1,15,Tuesday,October,0,2010
4.5,1.124614522167469,1,2,Sunday,July,1,2011
27.3,10.252036330512333,2,21,Friday,May,0,2012
6.5,1.0052394893664165,5,8,Wednesday,November,0,2014
6.9,2.033618178276286,5,14,Monday,December,0,2011
9.5,1.945199122055941,1,23,Saturday,December,1,2012
6.9,1.5768203215262129,1,8,Tuesday,March,0,2010
14.9,3.5641854858367203,1,13,Wednesday,June,0,2012
6.9,2.6251262164102767,4,21,Saturday,January,1,2010
14.0,6.024552219453803,1,21,Friday,October,0,2014
5.7,1.1236912839068207,1,7,Friday,April,0,2010
9.7,2.4232044922170237,1,21,Saturday,January,1,2009
7.3,0.8595929529090147,1,15,Monday,July,0,2011
26.5,9.86837864643478,5,4,Saturday,July,1,2012
9.3,3.3636539556596476,1,21,Thursday,November,0,2011
3.7,0.6487593741512745,3,4,Saturday,September,1,2012
8.5,2.3733433229499936,1,14,Thursday,September,0,2010
4.5,1.3034120030543532,1,7,Sunday,June,1,2013
4.5,0.9009601338534984,1,10,Thursday,April,0,2010
9.0,1.9650497343335849,6,12,Wednesday,February,0,2014
15.7,5.164092834303841,1,1,Tuesday,November,0,2011
5.3,1.7007943040185147,1,19,Monday,October,0,2009
4.9,1.2848032022270628,1,6,Thursday,November,0,2011
8.5,1.1097672253499717,2,18,Wednesday,December,0,2012
7.0,1.5598038902317084,5,11,Sunday,October,1,2013
63.0,15.55919485929699,1,13,Sunday,March,1,2014
4.9,1.5252508199220813,5,9,Sunday,April,1,2010
16.0,5.734463111038917,1,19,Saturday,February,1,2013
4.5,0.6916125668284858,5,20,Monday,July,0,2010
14.9,7.150724710790792,1,10,Sunday,September,1,2011
6.1,2.305201765372569,1,16,Sunday,September,1,2012
8.5,2.575372015186177,1,0,Sunday,October,1,2011
8.5,2.958088891652654,1,1,Saturday,December,1,2013
8.9,3.1319813684759183,1,11,Monday,October,0,2010
6.9,1.8795299597081727,1,11,Monday,October,0,2009
7.3,2.2721500002738146,1,15,Friday,June,0,2009
6.9,2.8426720651093604,1,21,Saturday,January,1,2010
4.9,0.7708682980288594,1,20,Saturday,January,1,2010
13.0,3.5627278952396924,1,22,Tuesday,October,0,2012
6.9,1.945202569459645,5,23,Tuesday,November,0,2011
14.8,1.8696908752307853,1,22,Wednesday,February,0,2013
29.3,7.353854323079055,1,6,Saturday,December,1,2012
9.0,1.5557015316720353,2,14,Wednesday,July,0,2013
6.1,1.4718234686967735,2,14,Friday,May,0,2010
8.0,1.9489732662220072,1,11,Monday,April,0,2013
8.9,2.081463492875735,1,13,Tuesday,February,0,2010
6.1,0.9917713435190095,2,1,Saturday,June,1,2012
6.5,1.3646119734343074,1,21,Wednesday,April,0,2011
7.5,1.1228167879988131,1,14,Monday,February,0,2013
13.5,3.4469383457266836,5,16,Saturday,February,1,2013
4.9,1.052137736362776,2,1,Saturday,January,1,2009
13.0,4.089862962636265,1,23,Friday,March,0,2014
8.9,2.211269667519955,2,0,Friday,June,0,2012
5.3,1.0979001335144836,1,11,Thursday,August,0,2012
17.5,5.904029301119031,1,2,Saturday,February,1,2015
6.5,1.6932496787514262,1,10,Friday,February,0,2009
6.9,1.7320053018070798,1,20,Friday,April,0,2009
36.0,8.314027463793945,1,15,Wednesday,August,0,2014
50.5,14.796646231629678,1,21,Saturday,September,1,2014
12.1,3.3677715045395487,1,12,Wednesday,November,0,2009
4.9,0.8108023139637289,2,10,Wednesday,March,0,2011
31.83,9.010520042473049,1,22,Thursday,July,0,2014
4.9,1.2866462759441748,1,18,Wednesday,June,0,2009
4.5,2.64703470484462,1,18,Sunday,December,1,2010
12.5,1.8575171721016837,1,9,Friday,February,0,2013
5.0,1.0342700054874883,1,16,Wednesday,February,0,2015
9.7,2.8751173744655683,1,23,Saturday,April,1,2012
7.5,1.7024813477474543,1,23,Thursday,January,0,2014
6.5,2.0046540612573516,1,12,Friday,December,0,2010
7.0,1.5721572767427054,1,23,Wednesday,September,0,2013
5.3,1.2586892512872705,1,22,Sunday,July,1,2011
6.1,1.6349511875886527,1,20,Friday,August,0,2011
7.3,1.5818438758585485,2,18,Saturday,April,1,2010
2.5,0.0029624106648881332,1,11,Sunday,June,1,2012
4.5,0.9896432365104838,1,11,Friday,September,0,2011
6.5,1.5134197638721256,1,23,Sunday,June,1,2010
2.9,0.3806554448711207,1,23,Wednesday,December,0,2010
9.7,2.1601553160738396,6,14,Wednesday,August,0,2012
8.0,2.7644109489948856,1,10,Friday,November,0,2012
5.5,0.8222002935658345,1,13,Sunday,August,1,2014
24.5,9.089828196715384,1,11,Thursday,June,0,2011
16.1,7.8686342763536175,1,22,Tuesday,January,0,2009
6.5,1.7988426691891852,1,12,Wednesday,September,0,2009
8.0,1.9440044150134574,1,22,Thursday,July,0,2014
49.8,20.513535145369307,5,15,Wednesday,April,0,2012
23.5,6.037872605292649,1,18,Thursday,September,0,2012
7.3,2.173437682039613,2,12,Thursday,August,0,2012
19.3,9.557046428464263,2,4,Sunday,May,1,2011
6.1,0.5377265755170695,5,11,Friday,March,0,2012
14.3,0.002182548999882391,1,1,Sunday,November,1,2009
24.1,11.03240596098717,1,1,Friday,April,0,2012
8.9,3.724569328913756,2,7,Sunday,January,1,2011
4.5,0.9349467208675103,2,6,Friday,December,0,2011
7.0,2.026189543423973,5,0,Friday,November,0,2013
6.5,1.3084581471162444,2,14,Monday,January,0,2012
6.0,1.434793799339059,3,0,Monday,December,0,2014
4.1,0.6748500072706196,1,21,Friday,May,0,2011
15.7,6.633255427948072,1,23,Saturday,March,1,2012
18.9,2.82661978222409,2,9,Friday,October,0,2009
15.5,2.353780048005264,1,10,Wednesday,October,0,2013
8.5,1.8039299544631808,2,16,Wednesday,September,0,2013
9.3,1.7409114482687706,3,10,Monday,November,0,2010
21.7,8.397203616308285,4,14,Friday,October,0,2011
13.7,3.3721389497417977,1,22,Friday,July,0,2010
10.1,1.4473327210250406,1,8,Wednesday,July,0,2012
16.5,1.6984476609194417,1,15,Friday,June,0,2014
6.9,2.0338268605903203,1,18,Saturday,June,1,2011
8.0,1.7794519416819385,5,21,Friday,October,0,2013
4.1,0.581702783868259,2,1,Saturday,August,1,2010
20.1,11.14932666459704,1,14,Saturday,July,1,2010
12.9,5.572858981920634,1,21,Saturday,June,1,2012
7.7,1.5448176126145547,2,18,Thursday,March,0,2012
8.1,2.354382975943452,2,21,Friday,July,0,2011
8.9,4.050660038201011,1,21,Wednesday,February,0,2011
4.5,0.8595079431185294,1,14,Friday,March,0,2009
12.5,1.6131019898391004,1,17,Monday,September,0,2013
9.0,2.15521816394385,1,21,Saturday,January,1,2014
12.1,3.2587906806312206,2,10,Thursday,February,0,2012
6.1,2.3262350416775366,2,20,Wednesday,January,0,2009
6.9,3.053641614807041,5,5,Saturday,March,1,2009
45.0,18.146041575163608,1,16,Tuesday,November,0,2009
14.5,20.71263266528665,1,10,Monday,September,0,2010
18.5,7.726552294814595,2,23,Sunday,March,1,2011
18.0,5.455725811324123,1,7,Monday,March,0,2014
72.7,18.449346705957637,2,8,Tuesday,October,0,2010
8.0,2.1276829651889515,1,7,Wednesday,March,0,2013
4.1,0.6709488765142728,1,6,Wednesday,November,0,2009
10.9,3.3731431927652262,2,19,Thursday,May,0,2010
35.0,14.16429104163497,4,1,Friday,September,0,2013
11.3,2.611856156737231,1,8,Wednesday,November,0,2011
4.5,1.5443181384912061,1,20,Saturday,February,1,2009
4.0,0.8737900187449992,1,16,Thursday,September,0,2014
6.0,1.2393366978708895,1,17,Friday,August,0,2014
10.9,3.9826466124155293,4,1,Saturday,October,1,2010
6.5,1.2261226672784424,1,1,Wednesday,April,0,2015
6.1,1.2592313886988462,1,17,Friday,January,0,2010
6.0,1.2084762862071088,3,15,Friday,February,0,2015
44.0,16.22078640343327,2,23,Saturday,March,1,2014
11.5,4.786857097345386,2,10,Sunday,October,1,2014
6.0,1.4362202618930389,1,12,Saturday,August,1,2014
9.5,3.079310169634091,1,12,Saturday,February,1,2014
7.7,2.0390271095895853,1,22,Sunday,February,1,2012
8.9,2.232598941918078,1,15,Saturday,June,1,2010
6.1,2.015964655378477,1,6,Friday,January,0,2009
7.5,1.1646920253677562,1,11,Wednesday,March,0,2015
8.5,1.4580307871359401,1,12,Wednesday,September,0,2011
6.5,0.5438184856477369,2,17,Friday,January,0,2011
29.07,11.709027583673098,1,12,Tuesday,March,0,2010
4.5,0.5708950250909316,1,15,Tuesday,June,0,2014
5.7,1.354586963730064,1,13,Saturday,February,1,2011
13.3,4.786116776863902,1,0,Wednesday,December,0,2010
16.9,6.713205293751942,1,10,Tuesday,January,0,2009
11.7,3.4316747920663953,1,16,Saturday,August,1,2009
9.5,2.837850975522633,1,1,Saturday,May,1,2013
6.1,1.5204054426269518,1,20,Sunday,July,1,2009
8.1,3.125072687063355,5,18,Tuesday,January,0,2010
7.0,1.7159895070078823,1,22,Wednesday,September,0,2014
3.5,0.17553717750065562,2,23,Friday,December,0,2012
6.5,2.6212496741558318,5,19,Tuesday,September,0,2009
12.9,7.804885981968121,1,15,Wednesday,January,0,2011
7.0,1.660062972909768,1,9,Monday,March,0,2013
6.1,0.9500179518889644,5,12,Saturday,January,1,2009
5.5,1.8396208439403339,2,18,Wednesday,April,0,2013
18.5,8.001695975530987,1,15,Friday,July,0,2012
8.9,3.4776538946304467,2,19,Wednesday,February,0,2011
22.5,5.592482563099789,3,0,Saturday,August,1,2012
6.1,1.0070641171244807,1,8,Monday,May,0,2011
11.0,4.128007619677931,2,10,Sunday,June,1,2014
8.1,1.2399182780699687,1,14,Wednesday,August,0,2012
8.5,1.0747443603949869,1,12,Thursday,June,0,2012
4.1,1.101247456476736,1,7,Tuesday,January,0,2012
10.9,2.698978732693381,1,15,Friday,April,0,2010
4.5,1.2779404621217838,1,10,Monday,August,0,2009
6.9,3.225448242759294,1,22,Monday,August,0,2011
15.5,2.1240778453954086,2,18,Sunday,August,1,2014
28.5,11.791543647988565,2,20,Tuesday,January,0,2013
10.5,3.019095163730802,6,16,Wednesday,November,0,2012
7.7,2.192335347875912,1,10,Tuesday,April,0,2011
4.5,0.8511021645686849,5,1,Sunday,May,1,2013
13.0,3.397709173345664,2,20,Tuesday,July,0,2014
6.9,1.1711674400288188,4,21,Tuesday,August,0,2009
10.5,3.121816469407717,2,20,Monday,November,0,2014
9.5,2.7005931717118057,1,6,Monday,February,0,2015
5.7,1.2649375103802563,1,11,Saturday,March,1,2010
9.5,2.6891769189612273,2,1,Monday,November,0,2013
5.5,1.0117850548065062,1,16,Tuesday,March,0,2015
4.0,0.5186886141235355,1,20,Thursday,May,0,2014
11.3,4.090629822401438,1,21,Thursday,November,0,2009
7.7,2.055252352320145,1,2,Saturday,May,1,2010
4.1,1.1947848606478726,2,21,Saturday,April,1,2010
8.1,2.804243932735019,2,22,Thursday,May,0,2010
20.9,8.972779144880702,1,6,Monday,January,0,2012
22.0,7.28755368392724,1,7,Monday,December,0,2012
4.1,0.36722268388802265,1,13,Saturday,April,1,2009
6.5,2.206200586116638,2,14,Thursday,September,0,2011
18.5,5.851256862020376,1,16,Tuesday,February,0,2014
2.9,0.25466549139326516,1,10,Wednesday,May,0,2009
6.1,1.9883996515856555,1,14,Thursday,March,0,2011
18.3,6.620967408688225,1,18,Wednesday,February,0,2009
12.9,6.1653389205456905,1,0,Wednesday,October,0,2011
11.0,3.3236161571605436,2,22,Wednesday,May,0,2014
3.3,0.20701961365478574,5,22,Sunday,October,1,2011
9.3,3.7412499557931285,1,17,Wednesday,May,0,2010
12.5,1.9937401534790395,5,12,Wednesday,December,0,2012
5.7,1.0346144634525059,5,21,Friday,April,0,2011
6.5,2.133021560512808,1,8,Monday,November,0,2010
10.5,2.401529115358618,1,22,Friday,June,0,2014
5.7,1.3925673734032935,6,22,Monday,March,0,2012
23.0,8.494134576333915,1,0,Thursday,August,0,2013
6.5,1.3379017898083478,1,7,Friday,April,0,2011
9.0,1.9206560580276093,2,19,Friday,January,0,2013
4.9,1.6364893912024843,1,16,Saturday,August,1,2011
3.5,0.750612808530518,1,11,Tuesday,January,0,2014
6.5,2.052771238399011,1,10,Saturday,May,1,2012
10.9,4.500129882535466,1,19,Wednesday,February,0,2009
4.1,1.0241431712559892,1,2,Tuesday,December,0,2009
6.1,1.691178640565716,1,21,Monday,March,0,2011
5.3,1.2581706673736195,1,19,Friday,July,0,2012
49.57,19.491483690812277,3,14,Thursday,June,0,2010
12.5,4.063286081287497,2,13,Wednesday,December,0,2012
9.5,2.67442862870433,1,17,Monday,April,0,2015
9.7,3.3466773139276977,1,1,Friday,November,0,2011
5.0,0.44439662354526743,1,12,Monday,March,0,2014
6.9,1.0630629920167458,5,13,Tuesday,October,0,2010
11.5,4.441867027358343,1,4,Wednesday,June,0,2014
8.5,1.5276224634795288,1,8,Wednesday,January,0,2015
9.3,3.4110643716251623,4,21,Wednesday,December,0,2009
24.67,7.367764355999009,1,16,Thursday,February,0,2010
6.1,1.8604287990360098,1,2,Saturday,January,1,2012
26.0,8.956835676023614,5,9,Wednesday,November,0,2013
32.0,12.6700173912156,1,12,Sunday,October,1,2012
10.1,0.04143403372182764,1,20,Thursday,May,0,2009
4.9,1.0105776436199967,1,9,Wednesday,September,0,2009
14.0,4.302774233210404,2,22,Monday,October,0,2014
6.9,1.8515620756902702,1,21,Saturday,January,1,2010
16.1,7.102426785805873,2,22,Thursday,March,0,2009
5.5,1.0442781718112129,1,18,Wednesday,June,0,2015
15.83,3.59269098613539,2,1,Sunday,October,1,2014
11.5,2.9913938318815703,1,20,Tuesday,July,0,2013
13.0,1.918477927221471,1,15,Monday,November,0,2014
5.7,0.6963901380281273,1,12,Friday,January,0,2009
2.5,0.26355125344448427,2,10,Saturday,May,1,2010
7.5,1.247853491015371,1,2,Sunday,September,1,2012
5.0,1.076093545501551,1,21,Thursday,October,0,2013
7.7,1.231684585466615,1,19,Thursday,December,0,2011
5.7,1.2410134331300722,2,9,Tuesday,July,0,2012
4.5,0.5459474122325161,1,1,Sunday,June,1,2015
6.9,1.538906789816817,1,15,Friday,May,0,2012
6.9,1.7948451680792183,1,23,Friday,July,0,2009
57.54,18.823659391872745,2,17,Sunday,June,1,2015
10.5,3.0914913178654135,2,14,Monday,December,0,2009
7.5,1.3126597830344346,2,21,Tuesday,June,0,2015
28.1,13.456013790764002,1,2,Wednesday,May,0,2010
5.5,0.8566535128727026,1,13,Thursday,September,0,2012
6.5,2.2472193671142455,5,20,Monday,February,0,2010
14.5,2.9099523862541328,1,14,Friday,June,0,2010
12.5,4.098440801657077,1,22,Thursday,December,0,2012
9.0,0.9334515526071933,1,17,Sunday,June,1,2013
9.7,2.592326605411866,1,8,Thursday,December,0,2009
20.0,9.208957897686862,1,22,Sunday,June,1,2015
59.5,22.99131329722769,1,19,Friday,May,0,2015
12.5,2.347040913565109,1,18,Saturday,November,1,2014
49.8,19.072122842229486,1,15,Sunday,April,1,2012
12.5,3.5663904636379655,1,0,Sunday,August,1,2014
4.1,0.6933847492839367,1,12,Sunday,January,1,2012
11.3,4.636215459148526,1,16,Wednesday,November,0,2011
25.7,10.771163319730666,1,22,Wednesday,February,0,2010
16.5,5.467867061221086,1,20,Friday,January,0,2015
5.3,1.4440095912761008,1,18,Friday,March,0,2011
11.3,4.053652866221239,1,7,Saturday,August,1,2012
4.1,0.7507898591005424,1,23,Monday,October,0,2009
10.5,2.9807551999517092,1,15,Monday,September,0,2011
14.1,5.203715642834152,1,11,Thursday,September,0,2009
8.5,2.4049266373094813,3,1,Sunday,December,1,2012
11.0,2.1546143229558297,1,6,Wednesday,April,0,2013
5.5,1.2822762010244142,1,10,Friday,July,0,2014
4.1,0.8459910023850621,1,23,Tuesday,November,0,2009
8.5,2.535044139082827,1,19,Saturday,November,1,2013
11.3,3.875361350150633,1,18,Thursday,December,0,2011
5.3,1.3360008934391452,1,11,Monday,September,0,2011
49.15,19.393208164606737,2,14,Friday,June,0,2009
10.0,4.229970155225297,1,1,Friday,November,0,2013
26.5,5.362562663941355,1,15,Tuesday,November,0,2013
5.3,1.2758744494018046,1,15,Friday,March,0,2012
7.7,2.417662263049093,1,0,Sunday,May,1,2011
12.5,5.598661895101643,2,6,Saturday,April,1,2013
6.1,1.8058119730146411,1,22,Wednesday,February,0,2010
4.5,1.0340431333975106,2,17,Friday,December,0,2012
10.1,2.969763675791424,1,13,Friday,February,0,2009
30.0,7.934171451045548,1,0,Thursday,May,0,2015
10.1,4.924068926926288,1,21,Wednesday,August,0,2009
7.5,1.8277227989781393,1,10,Thursday,October,0,2012
6.9,1.725850087194922,1,9,Tuesday,November,0,2011
5.7,0.8408267998538896,6,15,Sunday,February,1,2010
17.7,5.878369359614056,1,10,Thursday,May,0,2011
6.1,1.3584293875614262,1,2,Thursday,January,0,2009
31.33,8.732040573306106,1,18,Friday,November,0,2013
8.9,2.415475929101872,1,7,Wednesday,June,0,2011
44.0,9.617913501366836,1,18,Sunday,March,1,2014
52.0,0.026987468099140394,1,18,Monday,August,0,2014
10.7,1.3978081105493936,1,17,Monday,January,0,2009
6.5,1.543283100231811,4,0,Saturday,October,1,2013
30.83,8.747302300742424,1,18,Thursday,December,0,2014
17.3,8.442612498127797,1,1,Friday,May,0,2011
6.5,0.148030902575091,1,21,Wednesday,February,0,2013
11.5,3.001053671693347,6,18,Tuesday,May,0,2014
4.1,0.5374269190197168,1,17,Sunday,May,1,2010
38.5,0.15929278995358023,1,14,Tuesday,October,0,2010
6.5,1.8354237790225223,1,17,Sunday,April,1,2012
5.3,1.2488622582068014,2,20,Wednesday,October,0,2009
13.0,1.7402274463820424,1,7,Thursday,November,0,2012
11.5,3.1977389264296154,2,22,Tuesday,May,0,2013
6.5,1.2740648128339673,1,12,Tuesday,April,0,2013
7.5,0.9474871869486264,1,18,Monday,February,0,2013
10.9,3.417805867172773,1,16,Monday,November,0,2011
10.5,3.2163450994152316,1,23,Friday,May,0,2009
4.5,0.9843016701184766,1,13,Thursday,March,0,2010
9.0,4.046390856592166,2,3,Sunday,November,1,2013
4.9,1.546217976755827,1,21,Thursday,May,0,2010
13.5,2.335042742132929,1,20,Friday,February,0,2014
6.9,0.33827064032433724,1,13,Wednesday,August,0,2011
14.5,4.133004625331126,1,22,Sunday,June,1,2013
11.0,4.0151940262414465,6,12,Wednesday,October,0,2013
9.5,1.2525957495825684,1,9,Thursday,December,0,2014
12.5,1.1118548718688464,1,11,Wednesday,April,0,2015
13.7,5.424958076447822,1,1,Sunday,June,1,2010
3.7,0.6474478182354625,1,18,Wednesday,January,0,2010
9.0,1.7622593665858342,1,20,Friday,November,0,2013
8.1,2.2845449075005853,2,7,Saturday,April,1,2009
8.1,2.8838759554188584,1,11,Sunday,July,1,2011
12.0,3.7766652105519567,1,18,Saturday,February,1,2014
7.3,2.5875415484877813,2,22,Saturday,June,1,2009
11.7,4.284906779502538,2,20,Saturday,October,1,2011
8.5,1.5977349788310307,6,12,Sunday,September,1,2013
7.3,1.840308505036181,1,10,Thursday,May,0,2009
7.7,2.5281842656993803,1,13,Monday,January,0,2012
10.0,1.6903077966985518,1,0,Sunday,April,1,2014
24.5,7.686614516453553,1,17,Tuesday,October,0,2014
4.5,0.7232220721395382,1,2,Tuesday,August,0,2012
19.0,4.891905442880142,1,18,Wednesday,October,0,2014
7.3,2.254018323930482,1,1,Sunday,February,1,2009
8.5,3.8745663803190795,1,17,Saturday,January,1,2010
7.3,6.608951646849735,2,22,Tuesday,July,0,2012
11.7,1.111451598287048,5,20,Thursday,December,0,2009
4.0,0.694031948379802,1,1,Saturday,January,1,2014
17.3,6.739161223012734,1,15,Sunday,March,1,2011
4.9,0.5777784395229998,2,15,Sunday,May,1,2009
10.5,2.8836631229836227,1,8,Wednesday,April,0,2009
5.7,1.0894610027496363,2,6,Thursday,October,0,2010
8.9,2.9406902503033043,1,21,Tuesday,April,0,2011
6.5,1.335061566085647,1,16,Tuesday,May,0,2013
8.0,1.7741609423714315,5,13,Saturday,April,1,2014
7.5,1.5875370398100632,1,22,Friday,January,0,2015
17.0,4.82899048433886,1,10,Wednesday,December,0,2014
6.5,1.4873513434421255,2,20,Saturday,March,1,2013
3.3,1.3873480939797165,2,13,Saturday,September,1,2010
5.3,1.7364784510564657,1,19,Tuesday,November,0,2010
12.5,2.687504764137732,2,22,Friday,May,0,2015
23.3,7.3746545468491735,1,7,Friday,April,0,2010
4.5,0.7680166399300467,2,15,Thursday,May,0,2014
16.9,6.373382268574924,1,10,Thursday,July,0,2010
5.0,0.8047076226313729,1,23,Monday,September,0,2014
6.5,1.3988244916788015,5,22,Monday,October,0,2012
7.7,2.8947186180179045,1,17,Tuesday,April,0,2011
13.7,3.8952355376590133,2,8,Thursday,November,0,2011
12.5,1.1211624928050405,3,16,Saturday,February,1,2013
12.0,3.7902151583777965,2,17,Tuesday,August,0,2014
8.5,2.3946762699945046,1,9,Thursday,June,0,2010
10.5,4.235337185504784,1,16,Thursday,October,0,2011
10.1,2.176945855124968,1,18,Thursday,May,0,2010
19.0,5.9724716563814715,1,20,Saturday,March,1,2013
4.0,0.6595828507789494,1,21,Saturday,April,1,2013
20.5,9.631786481706046,1,1,Sunday,April,1,2012
3.7,1.1157379313526463,2,18,Saturday,August,1,2009
183.0,0.058804448350387645,1,20,Wednesday,February,0,2014
9.3,0.28873601364089,1,4,Sunday,May,1,2010
4.5,0.9264910093795891,1,17,Tuesday,September,0,2012
17.3,6.520312944728321,5,18,Tuesday,February,0,2012
30.67,11.873157723668283,1,10,Sunday,February,1,2010
7.3,2.6107068391111388,1,21,Wednesday,July,0,2009
9.5,2.2989874479128796,1,18,Monday,May,0,2014
7.5,1.3246022406450269,1,13,Saturday,June,1,2013
4.5,0.77264264064698,2,17,Saturday,January,1,2014
14.9,7.604683127513527,1,7,Friday,June,0,2009
10.5,1.9596122431248724,1,19,Friday,October,0,2013
4.9,0.651780843497096,2,13,Wednesday,May,0,2012
7.7,1.176810498314851,1,8,Friday,April,0,2011
11.5,2.9827437827090604,1,8,Monday,January,0,2015
4.1,0.8265540619302106,1,21,Wednesday,April,0,2010
11.5,0.9781426544907341,1,15,Thursday,June,0,2014
4.5,1.390248909527581,4,0,Sunday,February,1,2009
14.5,2.1446393923316793,5,17,Thursday,September,0,2009
5.5,0.8896635831282255,5,20,Friday,January,0,2014
7.0,0.6167418823137575,3,17,Monday,September,0,2012
4.0,0.8704604642662586,1,10,Sunday,October,1,2012
17.3,6.597933972962365,1,15,Wednesday,October,0,2009
10.1,3.733465358316313,1,13,Saturday,January,1,2011
10.9,3.01520067786042,5,9,Tuesday,August,0,2009
9.0,1.449120680365936,1,13,Wednesday,March,0,2015
18.0,2.264903197873319,1,18,Wednesday,November,0,2014
16.1,8.551587586648411,1,16,Monday,October,0,2010
11.3,5.593245122351995,1,9,Sunday,November,1,2009
5.7,0.9882912914534687,1,19,Thursday,October,0,2009
5.8,1.1528694593145803,2,1,Saturday,January,1,2009
6.1,1.4635313110509558,1,2,Wednesday,February,0,2011
15.0,3.0802606990327503,1,16,Thursday,November,0,2014
6.9,0.993697132728597,3,22,Saturday,March,1,2010
7.5,2.0027786102624994,1,2,Saturday,March,1,2014
6.5,1.9789205480952203,1,16,Sunday,March,1,2010
9.3,3.449734526709783,1,7,Friday,March,0,2009
4.9,0.732952668975227,6,22,Sunday,December,1,2009
13.0,4.397596044033916,1,5,Monday,January,0,2014
57.54,20.26957451724946,1,23,Thursday,June,0,2015
28.8,6.200773305606972,1,17,Thursday,October,0,2012
12.5,2.8398547350440917,1,12,Wednesday,August,0,2013
10.0,2.8184464677434664,1,20,Thursday,December,0,2012
10.0,1.5894957299286216,2,15,Wednesday,March,0,2015
10.0,2.7248334583783507,1,10,Sunday,August,1,2014
10.5,2.309176279963113,1,17,Monday,April,0,2009
8.5,0.607982211558596,1,11,Wednesday,November,0,2011
22.5,5.393353514812655,1,13,Sunday,June,1,2013
7.0,1.4552900835897755,1,9,Tuesday,November,0,2012
6.9,1.3121737444780468,1,10,Thursday,December,0,2011
15.7,3.991065725509462,5,12,Monday,June,0,2012
9.5,1.4381998086279775,1,15,Tuesday,February,0,2014
4.1,0.5032485685859795,2,19,Friday,May,0,2009
5.3,1.2123198451310546,1,1,Friday,July,0,2009
25.0,7.587840579494622,1,14,Tuesday,June,0,2015
8.9,2.551948408517321,2,16,Tuesday,November,0,2011
4.1,0.95802111970957,2,20,Tuesday,May,0,2009
14.0,0.7948493701061665,1,9,Monday,March,0,2014
11.7,4.954274599757928,5,23,Wednesday,August,0,2009
26.5,12.630503487111142,2,9,Friday,May,0,2014
4.5,0.7156590454172473,2,9,Friday,May,0,2010
5.7,0.4986676897254122,5,12,Sunday,August,1,2010
8.5,2.162280750889538,1,9,Saturday,May,1,2015
5.3,1.3633598934551443,1,19,Friday,May,0,2010
9.0,2.6520221565920847,1,20,Friday,January,0,2013
10.5,1.188373373618787,5,12,Thursday,January,0,2009
6.1,1.565299944209816,1,6,Tuesday,July,0,2011
6.5,2.407687697173566,1,2,Sunday,November,1,2013
10.1,4.556559966723956,5,19,Wednesday,January,0,2012
10.5,1.6909268614470876,1,9,Friday,June,0,2012
5.3,0.8731019402793687,1,18,Tuesday,November,0,2010
8.1,1.6610810624567938,1,12,Saturday,June,1,2012
11.7,5.168775141692782,1,8,Monday,July,0,2011
15.5,4.2368359059652665,2,11,Sunday,November,1,2012
3.3,0.43773201235695,1,3,Friday,July,0,2009
5.3,1.1593078171803908,1,23,Saturday,July,1,2010
9.3,3.4094722107131887,1,1,Friday,August,0,2011
5.5,0.5576602396010538,5,10,Monday,February,0,2014
4.5,0.4602561427909583,1,11,Monday,October,0,2014
15.3,5.0426956049247105,2,14,Saturday,May,1,2011
7.3,2.387694795188375,1,17,Friday,October,0,2010
18.5,5.415809828437509,1,22,Sunday,May,1,2014
14.0,2.342331621615308,1,9,Tuesday,February,0,2014
8.1,1.7195643398776204,1,17,Friday,July,0,2011
7.7,2.347102293312228,1,3,Friday,February,0,2010
12.9,4.42405214877891,1,10,Monday,April,0,2012
9.5,1.5922314240774698,5,16,Tuesday,May,0,2014
14.0,3.8929119107524386,3,21,Saturday,May,1,2014
4.1,0.6922180656007023,6,0,Wednesday,May,0,2012
46.5,1.2334931806828688,6,14,Saturday,July,1,2013
